profile_x, profile_y
8396.0, 15908.0
7914.0, 14425.0
12174.0, 24972.0
11057.0, 19803.0
9312.0, 25253.0
6720.0, 21888.0
13947.0, 32840.0
11711.0, 15970.0
13491.0, 15442.0
12186.0, 22798.0
9802.0, 14028.0
13808.0, 40788.0
16578.0, 15377.0
13910.0, 12454.0
6533.0, 13105.0
7610.0, 14442.0
12472.0, 18806.0
7604.0, 19198.0
11037.0, 14272.0
15437.0, 14361.0
18109.0, 19431.0
14943.0, 16908.0
11386.0, 17738.0
13078.0, 12364.0
6312.0, 13683.0
8376.0, 11802.0
7707.0, 13227.0
10042.0, 25498.0
8207.0, 19551.0
6675.0, 20102.0
9906.0, 23321.0
15057.0, 9780.0
8235.0, 16695.0
10398.0, 17713.0
13541.0, 17587.0
11020.0, 20539.0
10806.0, 13746.0
12586.0, 20204.0
8954.0, 12656.0
14987.0, 13111.0
14557.0, 14744.0
8646.0, 19909.0
14872.0, 17324.0
11518.0, 22146.0
18914.0, 13398.0
6428.0, 13860.0
11951.0, 18210.0
8237.0, 22011.0
10598.0, 13837.0
6858.0, 12861.0
10061.0, 17673.0
13456.0, 10372.0
14239.0, 15362.0
8991.0, 12648.0
7264.0, 16367.0
13360.0, 12368.0
7143.0, 14208.0
9403.0, 19910.0
11101.0, 17505.0
11062.0, 14222.0
19075.0, 25149.0
6956.0, 11203.0
7055.0, 17661.0
10924.0, 17576.0
10515.0, 11771.0
9337.0, 20104.0
11682.0, 11248.0
14047.0, 17221.0
12082.0, 16709.0
11868.0, 16505.0
9710.0, 15758.0
7359.0, 22056.0
8980.0, 12703.0
5924.0, 13344.0
16225.0, 14698.0
9262.0, 22197.0
15797.0, 20832.0
8362.0, 24218.0
12501.0, 12738.0
11923.0, 22231.0
11519.0, 18407.0
8122.0, 18451.0
12789.0, 13264.0
15865.0, 13732.0
9700.0, 16813.0
10950.0, 18423.0
12079.0, 27658.0
12861.0, 15177.0
12540.0, 21828.0
8847.0, 9555.0
10092.0, 20813.0
6128.0, 24722.0
17698.0, 11856.0
14628.0, 13591.0
16540.0, 16870.0
9261.0, 13431.0
11341.0, 16239.0
12034.0, 15949.0
21303.0, 18122.0
6115.0, 18294.0
11522.0, 11378.0
11253.0, 17260.0
23421.0, 13103.0
9652.0, 19833.0
9833.0, 20962.0
8461.0, 23715.0
13559.0, 25471.0
10206.0, 16037.0
13526.0, 16636.0
21321.0, 30408.0
10246.0, 14980.0
9598.0, 8885.0
10959.0, 13656.0
6584.0, 15487.0
13827.0, 16271.0
8791.0, 11369.0
12210.0, 12309.0
11101.0, 18553.0
7386.0, 17066.0
11118.0, 13917.0
13362.0, 12571.0
9114.0, 25133.0
6557.0, 20659.0
13809.0, 17401.0
18786.0, 15931.0
10207.0, 13363.0
8671.0, 13208.0
17297.0, 19629.0
17033.0, 17649.0
16117.0, 15677.0
20155.0, 15052.0
10165.0, 13645.0
10036.0, 17899.0
9650.0, 11012.0
7806.0, 21166.0
13149.0, 18585.0
11318.0, 16961.0
7962.0, 14053.0
13081.0, 13430.0
12272.0, 14929.0
9535.0, 30406.0
12409.0, 16209.0
6863.0, 14932.0
12408.0, 18696.0
20529.0, 21255.0
9340.0, 24749.0
18459.0, 17044.0
11358.0, 20607.0
9695.0, 18533.0
14592.0, 20201.0
8548.0, 12033.0
10839.0, 17086.0
7813.0, 16835.0
9851.0, 13234.0
16608.0, 10961.0
6556.0, 12092.0
13148.0, 19961.0
9753.0, 13228.0
8609.0, 21632.0
11210.0, 11113.0
9245.0, 15032.0
16408.0, 24164.0
7352.0, 13762.0
8353.0, 11475.0
11913.0, 22150.0
8615.0, 12681.0
14380.0, 17679.0
14769.0, 14745.0
7317.0, 17258.0
13418.0, 13486.0
10724.0, 14915.0
14630.0, 21268.0
8888.0, 16832.0
13358.0, 19517.0
12254.0, 15558.0
11257.0, 23009.0
8508.0, 10656.0
17989.0, 17907.0
9718.0, 17667.0
14990.0, 29842.0
16694.0, 22354.0
9260.0, 18931.0
10383.0, 12984.0
11647.0, 25054.0
9944.0, 18514.0
10157.0, 11454.0
11801.0, 19806.0
17669.0, 13353.0
8559.0, 14230.0
15467.0, 12964.0
13907.0, 14783.0
16477.0, 12057.0
8253.0, 13426.0
14829.0, 18822.0
8679.0, 18999.0
14743.0, 20504.0
7046.0, 15586.0
11136.0, 19386.0
10022.0, 11585.0
8738.0, 19062.0
9077.0, 11064.0
13709.0, 21230.0
8177.0, 22853.0
15031.0, 17564.0
8221.0, 17398.0
17769.0, 22409.0
8810.0, 13814.0
17488.0, 12216.0
11000.0, 13381.0
7854.0, 13276.0
14927.0, 22859.0
13618.0, 14749.0
9187.0, 11547.0
12126.0, 16634.0
13393.0, 13864.0
9076.0, 14567.0
13051.0, 12743.0
11972.0, 15107.0
15189.0, 15925.0
12063.0, 17240.0
11484.0, 16472.0
10318.0, 9163.0
9661.0, 12973.0
9992.0, 12744.0
12631.0, 17192.0
11632.0, 19219.0
18704.0, 9964.0
12652.0, 11188.0
12284.0, 27261.0
11916.0, 13553.0
11844.0, 22880.0
8760.0, 11109.0
22298.0, 22827.0
11626.0, 14417.0
15004.0, 25563.0
11128.0, 14527.0
12852.0, 16119.0
19203.0, 18767.0
14247.0, 12568.0
15068.0, 15595.0
10926.0, 10918.0
10016.0, 15459.0
13214.0, 23167.0
18985.0, 15478.0
10821.0, 10904.0
12824.0, 15137.0
13324.0, 25993.0
19827.0, 17872.0
11790.0, 18780.0
13893.0, 13830.0
18973.0, 23352.0
10412.0, 18080.0
13733.0, 18006.0
16950.0, 20728.0
12537.0, 18924.0
14760.0, 18115.0
15009.0, 19063.0
13694.0, 19747.0
12018.0, 19527.0
12522.0, 14628.0
14102.0, 13527.0
28278.0, 18777.0
17063.0, 22948.0
16658.0, 29943.0
13573.0, 12184.0
12611.0, 26125.0
18164.0, 21014.0
26135.0, 21870.0
20623.0, 14419.0
16159.0, 14394.0
16336.0, 23564.0
