profile_x, profile_y
6367.0, 12504.0
6260.0, 12461.0
10953.0, 25692.0
9113.0, 16050.0
8083.0, 21587.0
4865.0, 18463.0
12541.0, 20207.0
11280.0, 11450.0
11849.0, 13511.0
10173.0, 19471.0
10054.0, 9262.0
12086.0, 38901.0
15134.0, 14508.0
12903.0, 9121.0
5558.0, 10413.0
5944.0, 11821.0
10154.0, 19043.0
5677.0, 17655.0
9511.0, 11191.0
13521.0, 9298.0
17060.0, 15000.0
14259.0, 13859.0
9808.0, 14292.0
12172.0, 9756.0
4772.0, 10803.0
6862.0, 8359.0
5616.0, 10625.0
8011.0, 22719.0
6275.0, 17248.0
5105.0, 16258.0
5552.0, 18801.0
13933.0, 5887.0
5950.0, 13078.0
8960.0, 14106.0
11670.0, 14958.0
9699.0, 18341.0
11027.0, 10630.0
10689.0, 17590.0
7341.0, 9036.0
11942.0, 11169.0
14307.0, 12189.0
6979.0, 17091.0
12923.0, 13201.0
11512.0, 19184.0
17226.0, 10431.0
4602.0, 10323.0
10072.0, 16927.0
5991.0, 21405.0
10172.0, 11495.0
5820.0, 9838.0
8264.0, 15532.0
14041.0, 6232.0
12258.0, 11290.0
6872.0, 10707.0
5597.0, 14658.0
12368.0, 11035.0
5167.0, 12929.0
7709.0, 19619.0
9393.0, 15927.0
9735.0, 11615.0
19247.0, 22217.0
5071.0, 8514.0
4940.0, 12654.0
10521.0, 15462.0
9208.0, 9043.0
7469.0, 17601.0
9941.0, 8004.0
11776.0, 14873.0
10080.0, 13925.0
11364.0, 14397.0
9086.0, 14344.0
5349.0, 20352.0
6961.0, 9801.0
4215.0, 11159.0
15464.0, 12105.0
7990.0, 17754.0
14862.0, 19234.0
7131.0, 21583.0
11088.0, 9817.0
10314.0, 19176.0
9887.0, 19288.0
6125.0, 16087.0
10929.0, 10099.0
14371.0, 11863.0
7539.0, 13527.0
9053.0, 14845.0
10582.0, 26779.0
10884.0, 13254.0
10133.0, 18245.0
7052.0, 7355.0
8716.0, 19357.0
4151.0, 22798.0
15817.0, 10284.0
14001.0, 9977.0
15013.0, 14058.0
7430.0, 10605.0
9536.0, 13505.0
7951.0, 14160.0
20126.0, 15777.0
3997.0, 15399.0
10286.0, 7457.0
10130.0, 13855.0
22478.0, 11270.0
8320.0, 17586.0
7986.0, 19425.0
6300.0, 21809.0
12202.0, 23977.0
8542.0, 14528.0
12090.0, 14954.0
19655.0, 29782.0
10253.0, 14072.0
8654.0, 5641.0
10137.0, 9601.0
4429.0, 15435.0
14083.0, 17246.0
6893.0, 10912.0
14278.0, 8959.0
10040.0, 16736.0
5206.0, 13687.0
9538.0, 12744.0
11408.0, 10740.0
7344.0, 22884.0
4870.0, 22323.0
12840.0, 16859.0
16361.0, 13966.0
8236.0, 11045.0
7142.0, 11117.0
15627.0, 17338.0
15696.0, 15894.0
15289.0, 13665.0
18977.0, 12426.0
9594.0, 8298.0
7878.0, 16434.0
7741.0, 8337.0
7200.0, 17846.0
10982.0, 15549.0
9696.0, 14493.0
5783.0, 11978.0
11229.0, 9835.0
11722.0, 12520.0
6747.0, 31405.0
9984.0, 13689.0
5154.0, 11319.0
10153.0, 17918.0
19643.0, 19660.0
7089.0, 18848.0
18398.0, 16254.0
8385.0, 19375.0
8087.0, 15200.0
13745.0, 18196.0
6912.0, 9121.0
9965.0, 13923.0
5422.0, 13269.0
7953.0, 11222.0
15754.0, 8802.0
5035.0, 9531.0
11229.0, 19877.0
8406.0, 11733.0
6381.0, 18839.0
8889.0, 7637.0
7512.0, 12195.0
15192.0, 21332.0
4460.0, 11239.0
6243.0, 14176.0
10423.0, 20849.0
6732.0, 10848.0
12856.0, 15480.0
13083.0, 12592.0
5055.0, 15069.0
11061.0, 13246.0
9549.0, 12375.0
13473.0, 19135.0
7777.0, 15701.0
13668.0, 17101.0
6037.0, 13667.0
10143.0, 23824.0
8801.0, 7614.0
17350.0, 15480.0
7868.0, 15173.0
13235.0, 26478.0
16100.0, 20168.0
7052.0, 14925.0
9639.0, 9787.0
10020.0, 19530.0
8551.0, 15337.0
10697.0, 8313.0
9617.0, 16466.0
14690.0, 10043.0
6552.0, 11474.0
13839.0, 9980.0
11671.0, 11696.0
13460.0, 9239.0
7809.0, 10099.0
13705.0, 16323.0
6247.0, 15744.0
12005.0, 20326.0
5526.0, 13814.0
9437.0, 16524.0
7757.0, 14181.0
6406.0, 16879.0
6616.0, 9106.0
11196.0, 17870.0
5659.0, 19102.0
13109.0, 16999.0
6805.0, 14617.0
16105.0, 21249.0
6354.0, 10925.0
16643.0, 11816.0
8603.0, 11330.0
7185.0, 9224.0
12273.0, 19613.0
13910.0, 13494.0
6776.0, 8449.0
11095.0, 12999.0
14070.0, 10073.0
6094.0, 11831.0
10492.0, 9261.0
