X alpha, Y alpha
-16.7691357285, -6.95160503445
X beta, Y beta
15.7793540335, 6.6014558041
X eps, Y eps
4.69387816024e-06, 6.5706513766e-06
X gamma, Y gamma
17.8843767928, 7.47180834329
k, X sigma2, Y sigma2
-13.4182668216, 9.31795739953e-07, 5.79796013236e-07
-12.8596968897, 6.61094866967e-07, 4.52957394306e-07
-12.2930827796, 4.44848922269e-07, 3.09402062861e-07
-11.7190360014, 2.22614514693e-07, 1.95480656494e-07
-11.1381381443, 5.28868009068e-08, 7.79442437751e-08
-10.5509416157, 5.31138465244e-08, 4.9263288557e-08
-9.95797037978, 4.91492723702e-08, 1.81335546118e-08
-9.35972069676, 7.12404738948e-08, 7.84106431324e-08
-8.75666186151, 1.35573807344e-07, 1.58816227444e-07
-8.14923694265, 2.10401534714e-07, 1.23959649298e-07
X sigma11, Y sigma11
7.56958253166e-07, 4.43301336895e-07
X sigma12, Y sigma12
8.04439501214e-07, 4.66814577993e-07
X sigma22, Y sigma22
8.57939215213e-07, 5.01747300276e-07
