X alpha, Y alpha
-13.5920944024, -7.37107182483
X beta, Y beta
10.3633443011, 6.64689671421
X eps, Y eps
1.12255651017e-05, 5.62809636984e-05
X gamma, Y gamma
17.9232711804, 8.32459149373
k, X sigma2, Y sigma2
-13.4481640652, 4.12057641313e-07, 2.75783301009e-06
-12.7937978308, 1.58076341721e-07, 2.29407990021e-06
-12.1010623809, 3.46004805343e-08, 1.71385174339e-06
-11.3743990919, 2.52585493601e-08, 1.00591452716e-06
-10.6179055791, 4.73369872554e-08, 4.18090734484e-08
-9.83534939095, 2.77208845851e-07, 1.40760092961e-08
-9.0301817045, 6.29019932683e-07, 4.38443459801e-07
-8.20555101976, 1.04474623591e-06, 1.42989054291e-06
-7.36431685471, 1.57482351852e-06, 2.76774035263e-06
-6.5090634401, 2.18880214453e-06, 4.18798105931e-06
X sigma11, Y sigma11
8.89923299681e-07, 2.86170520388e-06
X sigma12, Y sigma12
1.16718321314e-06, 3.17348614041e-06
X sigma22, Y sigma22
1.53911094398e-06, 3.58400736796e-06
