X alpha, Y alpha
-9.99418567598, -7.32933645652
X beta, Y beta
9.39376959568, 6.67021693644
X eps, Y eps
6.98617822326e-06, 7.63610622294e-06
X gamma, Y gamma
10.739431737, 8.20350723436
k, X sigma2, Y sigma2
-13.4182668216, 8.48065373769e-07, 5.48983445439e-07
-12.8596968897, 5.84160442699e-07, 4.45773377578e-07
-12.2930827796, 3.89620118005e-07, 3.29645827603e-07
-11.7190360014, 2.45580390432e-07, 1.64451055809e-07
-11.1381381443, 1.05371978747e-07, 1.01641620629e-07
-10.5509416157, 5.7756339935e-08, 5.14339826366e-08
-9.95797037978, 4.59628454818e-08, 1.96487440598e-08
-9.35972069676, 6.04873427128e-08, 6.7218782233e-08
-8.75666186151, 1.29888699607e-07, 1.40745908127e-07
-8.14923694265, 2.30452989923e-07, 2.80451807866e-07
X sigma11, Y sigma11
6.70703326525e-07, 5.2055043728e-07
X sigma12, Y sigma12
7.13572279001e-07, 5.71988787436e-07
X sigma22, Y sigma22
7.66781909823e-07, 6.40209954003e-07
