X alpha, Y alpha
0.0, 0.0
X beta, Y beta
0.0, 0.0
X eps, Y eps
0.0, 0.0
X gamma, Y gamma
0.0, 0.0
k, X sigma2, Y sigma2
-13.7433677994, 0.0697251496998, 0.286866510434
-13.1260684886, 2.508407056e-05, 1.409551936e-05
-12.4701626979, 2.508407056e-05, 1.409551936e-05
-11.7799179816, 0.000234443346241, 1.409551936e-05
-11.0592864363, 2.508407056e-05, 1.409551936e-05
-10.3119166856, 0.299737106333, 7.51139436564e-07
-9.54116586589, 2.508407056e-05, 1.409551936e-05
-8.75011161132, 2.508407056e-05, 1.409551936e-05
-7.94156403908, 2.85080731593e-05, 6.58148293465e-07
-7.11807773464, 4.30530904763e-06, 1.14407784511e-05
X sigma11, Y sigma11
-0.0598603737245, 0.11646628082
X sigma12, Y sigma12
-0.0710403116453, 0.11752432401
X sigma22, Y sigma22
-0.0683413041943, 0.109914375498
