X alpha, Y alpha
-14.600815185, -6.15108003385
X beta, Y beta
11.184620825, 5.57126852816
X eps, Y eps
1.05314158719e-05, 5.08672189595e-05
X gamma, Y gamma
19.1498493705, 6.97072585651
k, X sigma2, Y sigma2
-13.4481640652, 4.20739835371e-07, 2.17368333394e-06
-12.9349031849, 2.03732817558e-07, 1.94833399273e-06
-12.3971241488, 6.25668036397e-08, 1.63230370653e-06
-11.8370668533, 2.33673130263e-08, 1.19446762381e-06
-11.2568354158, 2.50109391492e-08, 6.06673237798e-07
-10.6584023749, 8.27780727293e-08, 2.36068215501e-07
-10.0436128904, 2.43388146841e-07, 3.41914642363e-08
-9.41418894284, 4.32382844962e-07, 1.22661023281e-07
-8.77173353396, 7.11494727667e-07, 5.84400028616e-07
-8.11773488636, 9.91913854138e-07, 1.5410084915e-06
X sigma11, Y sigma11
9.01057417141e-07, 2.16788641241e-06
X sigma12, Y sigma12
1.17627347628e-06, 2.39350208299e-06
X sigma22, Y sigma22
1.54275357943e-06, 2.71244184203e-06
