X alpha, Y alpha
-10.350129739, -3.04468664204
X beta, Y beta
6.43898526704, 2.29367280954
X eps, Y eps
6.5397864223e-06, 1.53095541665e-05
X gamma, Y gamma
16.7922710069, 4.47758577662
k, X sigma2, Y sigma2
-16.2666734699, 2.89410281319e-07, 3.07725466777e-07
-15.5844713284, 3.52552538823e-07, 1.48608553251e-06
-14.8810948951, 1.83799966001e-07, 1.03526666299e-06
-14.1584338165, 6.28615890983e-08, 6.59683324673e-07
-13.4182668216, 3.44743561371e-08, 3.07972988108e-07
-12.6622650347, 3.75320672421e-08, 1.05715635209e-07
-11.8919952896, 1.13007581066e-07, 1.95027546576e-08
-11.1089234418, 2.38045407503e-07, 1.13043722776e-07
-10.314417683, 4.65392073802e-07, 3.7201971568e-07
-9.50975185348, 7.02177146493e-07, 6.40895542311e-07
X sigma11, Y sigma11
4.30359993681e-07, 3.58876404963e-07
X sigma12, Y sigma12
6.91767659706e-07, 4.76382765576e-07
X sigma22, Y sigma22
1.12233858981e-06, 7.00579385058e-07
