X alpha, Y alpha
-13.7658142882, -5.83156424059
X beta, Y beta
12.9413013973, 5.34350411157
X eps, Y eps
5.74208958323e-06, 7.24396887564e-06
X gamma, Y gamma
14.7201303154, 6.55134547691
k, X sigma2, Y sigma2
-13.4182668216, 9.63124288116e-07, 4.63427747658e-07
-12.8596968897, 6.64895278914e-07, 3.5175854869e-07
-12.2930827796, 3.85954788531e-07, 2.38973091211e-07
-11.7190360014, 2.20747523703e-07, 2.06151026878e-07
-11.1381381443, 1.05898497532e-07, 1.08747440573e-07
-10.5509416157, 7.50999806979e-08, 4.90498936729e-08
-9.95797037978, 6.0148213056e-08, 1.94456396013e-08
-9.35972069676, 6.34439359147e-08, 6.3183789389e-08
-8.75666186151, 1.23423744909e-07, 1.33099008167e-07
-8.14923694265, 2.30369029813e-07, 2.23946473175e-07
X sigma11, Y sigma11
7.59449344094e-07, 3.95597573754e-07
X sigma12, Y sigma12
8.07835186833e-07, 4.3173030592e-07
X sigma22, Y sigma22
8.63838417004e-07, 4.85018130683e-07
