X alpha, Y alpha
0.0, -7.50169104022
X beta, Y beta
0.0, 6.69811782506
X eps, Y eps
0.0, 4.45098878882e-05
X gamma, Y gamma
0.0, 8.55096460809
k, X sigma2, Y sigma2
-13.4481640652, 4.01994758265e-07, 1.97439172424e-06
-12.8469137941, 1.74215490492e-07, 2.02215765985e-06
-12.2128070853, 4.36094389415e-08, 1.18383207467e-06
-11.549346584, 2.32040496211e-08, 8.56304059974e-07
-10.859785982, 4.91183134954e-08, 3.2256763216e-07
-10.1471390955, 1.17888631014e-07, 3.67743811252e-08
-9.41418894284, 3.59492525648e-07, 1.01634184964e-07
-8.66349682208, 7.57746482796e-07, 7.27908770182e-07
-7.89741138898, 1.16525081383e-06, 1.43811408657e-06
-7.11807773464, 1.74496814354e-06, 2.69733415945e-06
X sigma11, Y sigma11
9.57218677811e-07, 2.28062416071e-06
X sigma12, Y sigma12
1.24071101446e-06, 2.55423064798e-06
X sigma22, Y sigma22
1.60775974075e-06, 2.91149498888e-06
