X alpha, Y alpha
-16.0231023491, -7.94967292819
X beta, Y beta
13.3489321483, 7.4006068356
X eps, Y eps
6.59939497441e-06, 1.68124030388e-05
X gamma, Y gamma
19.307897143, 8.67459940669
k, X sigma2, Y sigma2
-13.5555612249, 6.07602734022e-07, 1.63105701628e-06
-12.9870594403, 3.31626518867e-07, 4.67542620123e-07
-12.4009124126, 2.03157739629e-07, 8.43279132334e-07
-11.7986948471, 7.16454034098e-08, 5.90795221143e-07
-11.181889018, 3.46707536584e-08, 3.07862391896e-07
-10.551887529, 3.4320792042e-08, 1.07452066416e-07
-9.90999607463, 1.11709568469e-07, 1.95231950014e-08
-9.25743620152, 2.22084201234e-07, 1.05889749076e-07
-8.59534806916, 2.84238941466e-07, 1.2126167443e-07
-7.92479321123, 6.76630772777e-07, 6.69153910131e-07
X sigma11, Y sigma11
7.50274691663e-07, 1.05966057099e-06
X sigma12, Y sigma12
9.00576019179e-07, 1.13827894676e-06
X sigma22, Y sigma22
1.08519740865e-06, 1.24207800314e-06
